blueWins,blueTotalGolds,blueTotalLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redTotalLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blueWATER_DRAGON,blueFIRE_DRAGON,blueAIR_DRAGON,blueEARTH_DRAGON,blueCHEMTECH_DRAGON,blueHEXTECH_DRAGON,redWATER_DRAGON,redFIRE_DRAGON,redAIR_DRAGON,redEARTH_DRAGON,redCHEMTECH_DRAGON,redHEXTECH_DRAGON
0,73576,71,930,200,166046,1,42,48,66,121,61,0,1,8,3,3,2,1,1,3,0,104335,105,1059,274,193629,0,48,42,95,123,73,1,0,10,5,2,3,2,0,3,2,0,0,1,0,0,1,0,0,0,0,1,1
1,49331,58,572,120,88485,1,31,24,70,86,56,1,1,4,3,1,0,1,0,1,2,58271,79,648,135,102625,0,24,31,43,192,29,0,0,8,3,2,3,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0
0,30642,47,425,101,34093,1,9,24,16,76,29,0,0,1,0,0,1,0,0,1,0,63419,83,804,194,68396,0,24,9,39,75,24,1,1,10,4,3,3,3,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0
0,34985,51,569,123,43187,0,15,21,23,59,31,1,0,1,0,1,0,0,0,0,1,56822,76,677,128,70566,1,21,15,49,68,20,0,0,7,3,2,2,0,1,3,1,0,0,0,0,0,0,1,1,0,0,1,0
1,44415,57,580,148,57665,1,28,15,31,118,26,1,0,3,2,1,0,0,1,1,1,48200,70,589,107,65454,0,15,28,21,59,25,0,0,5,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,20145,36,329,63,19568,0,4,22,3,27,13,0,0,0,0,0,0,0,0,0,0,39385,57,423,59,43174,1,22,4,27,37,9,1,0,2,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1
1,44416,60,657,127,55584,0,23,10,50,77,32,0,1,5,4,1,0,1,1,1,1,48684,72,657,123,58573,1,10,23,19,85,28,1,0,5,2,1,2,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0
1,51310,60,598,159,101247,1,36,23,69,81,29,1,1,6,4,1,1,1,1,2,2,57666,78,652,127,87742,0,23,36,37,66,29,0,0,4,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,39852,56,466,155,53227,0,30,12,42,165,27,0,0,3,1,1,1,0,0,2,1,50211,69,600,107,56188,1,12,30,14,48,19,1,0,4,1,2,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1,46453,57,422,171,93954,1,28,27,61,75,34,0,0,3,3,0,0,0,0,2,2,62414,78,773,116,107356,0,27,28,49,61,33,1,1,6,3,1,2,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1
0,40283,54,629,155,49528,0,16,25,30,86,40,0,0,2,1,0,1,0,1,3,1,64601,84,770,122,75131,1,25,16,42,82,39,1,1,11,5,3,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1,31320,45,379,84,32273,1,22,10,31,44,10,1,0,3,1,1,1,0,1,1,1,36362,59,451,92,41503,0,10,22,16,51,12,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,40101,53,565,120,59622,0,20,26,32,53,22,1,0,3,1,2,0,0,0,1,2,59503,79,634,142,93622,1,26,20,54,93,18,0,1,6,3,1,2,1,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0
1,50930,57,561,136,78010,1,36,21,69,142,31,1,1,7,3,1,3,2,1,2,1,56602,74,609,135,82171,0,21,36,41,61,39,0,0,6,3,2,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1,50860,61,533,183,68370,0,24,35,30,91,54,0,1,8,5,3,0,3,0,1,0,80866,96,1074,192,114747,1,35,24,64,111,39,1,0,4,1,1,2,0,1,3,2,0,0,0,0,0,1,0,1,0,1,0,1
0,39525,49,494,139,58366,1,16,36,30,57,22,0,0,1,1,0,0,0,0,0,1,58747,74,550,114,88175,0,36,16,62,98,35,1,1,8,5,1,2,1,1,4,1,0,0,0,0,0,0,0,1,0,1,1,0
1,42560,59,456,141,62024,0,25,24,45,65,22,0,0,5,2,1,2,0,1,2,0,69171,83,941,200,119122,1,24,25,33,73,23,1,0,3,1,1,1,0,0,2,2,1,1,0,0,0,0,1,0,1,0,0,0
0,28863,45,297,99,43654,1,20,33,32,46,14,0,0,0,0,0,0,0,0,0,0,59565,75,608,124,102124,0,33,20,50,39,20,1,1,10,4,3,3,1,1,3,2,0,0,0,0,0,0,1,0,0,1,0,1
1,39107,51,526,141,46457,0,23,12,26,56,12,1,1,7,4,2,1,1,0,1,1,41341,66,561,134,46971,1,12,23,13,50,18,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0,21988,38,363,83,19466,0,7,16,7,37,18,0,0,0,0,0,0,0,1,1,0,37940,57,477,100,36143,1,16,7,17,38,18,1,0,4,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
1,54478,62,578,136,93598,0,44,36,80,81,34,0,0,4,3,0,1,1,0,2,1,63555,77,603,143,112064,1,36,44,52,67,34,1,1,7,4,2,1,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0
0,23552,38,347,105,29685,1,10,17,14,76,10,0,0,0,0,0,0,0,0,0,0,37048,56,413,84,41451,0,17,10,19,35,14,1,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,46659,57,518,177,65998,1,30,7,61,64,31,0,1,7,5,2,0,1,0,1,2,48065,71,578,118,53089,0,7,30,13,152,14,1,0,3,1,0,2,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1
0,33252,48,603,100,32467,0,8,25,6,44,22,0,0,0,0,0,0,0,0,0,0,58162,77,676,176,57934,1,25,8,35,56,16,1,0,9,3,3,3,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1
1,54329,66,779,171,85981,1,24,19,59,139,47,0,1,4,1,2,1,1,1,3,0,65029,86,830,158,72176,0,19,24,34,149,68,1,0,5,2,1,2,0,0,1,2,0,1,1,1,0,0,0,0,1,0,0,0
0,60150,68,873,209,93774,1,28,31,46,101,42,0,1,5,3,0,2,1,0,2,1,85578,100,917,210,129308,0,31,28,52,99,49,1,0,13,5,4,4,3,1,3,1,1,0,0,0,0,0,1,0,1,0,1,0
0,43854,56,603,163,69193,0,20,33,35,61,24,0,0,1,0,1,0,0,0,0,0,65296,86,682,163,95942,1,33,20,51,73,26,1,1,7,5,1,1,1,1,4,2,0,0,0,0,0,0,0,0,0,1,1,1
0,38328,52,651,109,47425,0,12,28,18,91,44,0,0,2,1,0,1,0,0,0,0,60270,81,662,160,81259,1,28,12,42,219,32,1,0,7,2,3,2,0,1,4,2,0,0,0,0,0,0,1,1,0,0,0,1
1,55957,62,643,177,100314,1,30,22,52,85,30,1,1,7,4,1,2,2,0,1,2,59166,81,688,158,85261,0,22,30,26,441,36,0,0,6,2,3,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1
0,31663,49,555,111,46135,1,9,22,12,70,36,0,0,1,0,1,0,0,0,0,0,52566,75,589,144,66173,0,22,9,30,493,25,1,1,6,3,2,1,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1
1,55839,65,672,162,101023,1,42,18,74,71,45,0,1,8,4,1,3,2,1,4,0,63092,83,693,168,79094,0,18,42,24,121,33,1,0,5,2,2,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0
1,30346,41,411,74,41325,1,22,7,29,35,14,1,0,4,2,1,1,0,1,1,1,31107,53,405,97,33072,0,7,22,4,47,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,50182,59,709,180,83842,1,22,31,41,106,30,0,0,4,1,1,2,0,1,1,1,71058,88,760,167,88846,0,31,22,60,127,47,1,1,8,6,1,1,1,0,3,1,0,0,0,0,1,0,1,0,0,1,0,0
1,39773,48,472,108,60304,1,31,17,41,44,15,0,0,4,1,1,2,0,1,2,1,42558,61,434,80,55311,0,17,31,23,84,18,1,0,3,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,57173,65,755,206,112128,1,28,17,60,110,62,0,1,4,3,1,0,3,1,4,1,70591,94,888,156,111689,0,17,28,35,139,57,1,0,8,3,2,3,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
0,66329,69,836,245,113905,1,39,21,71,126,29,0,0,5,2,3,0,2,1,4,2,88238,101,1006,201,139438,0,21,39,43,84,47,1,1,12,6,2,4,2,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0
1,49529,59,687,150,72091,1,21,13,38,103,58,1,1,7,4,1,2,1,0,3,1,61938,79,795,209,74113,0,13,21,13,466,41,0,0,7,3,2,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
1,49977,59,571,164,75327,1,28,22,48,76,37,1,1,9,5,2,2,1,0,1,1,51905,73,617,123,80284,0,22,28,36,71,24,0,0,3,1,1,1,0,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0
1,32732,41,393,68,51451,0,25,13,31,43,10,1,0,2,1,0,1,0,1,1,0,33177,54,358,80,42743,1,13,25,19,65,9,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,28419,39,339,80,47362,1,20,11,35,43,9,1,0,2,1,0,1,0,1,2,0,32804,52,328,80,45443,0,11,20,19,32,11,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,50253,59,617,176,67621,0,26,23,47,57,34,1,1,7,5,1,1,1,1,2,2,58487,81,642,145,76832,1,23,26,43,77,31,0,0,3,1,1,1,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0
1,47763,56,411,162,86110,0,35,27,49,97,20,0,0,7,3,2,2,1,1,2,2,54751,76,668,90,88403,1,27,35,34,58,18,1,1,5,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,59111,65,712,129,122785,1,42,42,65,160,43,0,0,2,2,0,0,0,1,2,2,88280,98,741,229,174170,0,42,42,74,98,54,1,1,10,3,4,3,2,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0
1,45767,59,633,143,60883,1,29,18,62,74,21,0,1,3,2,0,1,1,1,3,0,54575,75,678,152,60825,0,18,29,17,74,32,1,0,7,3,2,2,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0
0,39661,53,650,97,69129,1,14,28,19,101,33,0,0,3,1,1,1,0,0,0,2,65476,88,729,164,85951,0,28,14,42,92,35,1,1,10,4,3,3,2,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1
1,46091,56,579,160,69095,0,28,9,37,79,20,1,1,6,4,1,1,2,0,2,2,47635,69,574,102,53144,1,9,28,9,55,18,0,0,7,1,2,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0,36192,52,544,133,53582,0,13,18,17,58,27,1,0,2,1,1,0,0,0,1,2,52988,75,616,137,77379,1,18,13,31,72,29,0,0,4,1,1,2,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0
1,43404,54,524,146,72643,0,26,23,48,77,21,1,0,3,0,1,2,0,1,3,2,53090,71,615,149,63319,1,23,26,37,59,27,0,0,5,2,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,47904,58,443,175,81354,0,34,24,64,76,20,1,1,8,4,1,3,1,0,2,1,65251,86,799,155,111256,1,24,34,45,68,23,0,0,4,1,2,1,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0
0,39418,50,604,146,63044,1,15,35,21,59,25,0,0,1,1,0,0,0,0,1,1,60184,80,599,130,79192,0,35,15,51,115,26,1,1,13,5,4,4,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,43167,53,526,117,64009,1,31,10,66,47,17,0,1,4,4,0,0,1,1,2,2,44900,67,583,113,67072,0,10,31,11,67,14,1,0,3,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
0,20733,35,338,57,27722,0,9,23,10,31,8,0,0,0,0,0,0,0,0,0,0,41306,60,446,126,47166,1,23,9,17,29,10,1,0,6,1,3,2,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1
0,49398,62,767,166,70179,0,19,32,27,85,49,0,0,2,0,1,1,0,1,3,0,79024,97,840,248,136512,1,32,19,49,140,44,1,1,10,5,3,2,3,0,2,2,0,1,0,1,0,1,0,1,0,0,0,0
0,47425,56,606,144,84490,0,24,43,30,92,26,0,0,2,1,0,1,0,0,0,1,74668,85,672,176,111822,1,43,24,63,76,43,1,1,9,4,2,3,1,1,4,1,0,0,0,0,0,0,1,0,1,0,1,0
0,49982,58,626,167,95175,1,20,38,36,102,34,1,0,6,2,2,2,0,1,2,2,68805,89,671,171,119049,0,38,20,95,82,37,0,1,6,5,1,0,1,0,3,0,0,0,0,0,1,1,1,0,0,0,1,0
0,44206,56,587,134,65077,0,30,44,38,61,24,0,0,0,0,0,0,0,0,1,0,72648,87,705,140,102009,1,44,30,52,104,35,1,1,12,6,2,4,1,1,2,2,0,0,1,0,0,0,0,1,0,1,0,0
0,35223,52,594,121,41726,0,9,26,6,55,28,0,0,1,0,0,1,0,1,1,1,56422,78,652,156,64416,1,26,9,38,59,31,1,0,6,2,3,1,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0
1,40654,52,527,132,53206,1,32,9,26,58,29,1,0,6,2,2,2,0,1,3,2,40376,62,558,74,44020,0,9,32,11,79,16,0,0,2,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,40023,55,602,128,59856,1,18,10,28,105,27,0,0,2,1,1,0,0,0,2,2,47067,72,660,99,54300,0,10,18,12,49,27,1,0,4,1,1,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1,46904,58,594,172,64663,0,28,10,60,117,18,0,1,5,2,1,2,2,1,2,2,48313,74,594,102,75575,1,10,28,10,61,18,1,0,7,4,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,54530,62,779,177,79312,1,23,28,37,159,68,1,0,2,0,1,1,0,0,0,0,74355,89,818,195,78620,0,28,23,57,126,52,0,1,9,4,3,2,2,1,4,2,0,0,0,0,0,0,0,1,0,1,0,1
0,31106,47,478,102,36411,0,14,26,28,51,21,0,0,0,0,0,0,0,1,1,0,53981,71,612,145,67950,1,26,14,50,53,25,1,1,8,3,2,3,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0
1,50782,63,675,204,80293,1,31,9,43,168,34,1,1,7,5,2,0,1,0,2,2,48971,72,702,120,67744,0,9,31,18,70,33,0,0,3,0,1,2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0
0,61283,64,753,166,122007,0,32,46,45,192,61,1,1,5,2,2,1,1,0,1,1,83505,100,850,191,141317,1,46,32,80,185,60,0,0,11,6,1,4,1,1,4,1,0,0,0,0,1,0,1,0,0,1,1,0
0,24505,39,375,59,25501,1,8,25,9,46,7,0,0,1,0,1,0,0,0,0,0,41300,57,395,114,50147,0,25,8,39,42,12,1,0,3,1,1,1,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0
0,49873,53,607,112,90572,1,39,33,57,89,33,0,1,5,4,1,0,1,0,2,1,73072,86,711,208,116593,0,33,39,56,85,39,1,0,10,3,3,4,1,1,2,1,1,0,1,0,0,0,0,0,1,0,1,0
1,54555,58,619,166,87717,1,39,24,45,136,34,1,1,7,3,1,3,3,1,3,1,53437,75,530,104,94145,0,24,39,57,70,24,0,0,3,2,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1,47170,56,586,150,91487,0,28,18,48,65,19,1,1,7,3,2,2,1,1,2,1,51042,69,529,115,60310,1,18,28,26,43,24,0,0,4,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1,54345,60,600,174,92981,1,41,16,68,102,16,1,1,7,4,2,1,2,1,4,2,58778,80,692,146,78412,0,16,41,22,51,21,0,0,8,2,2,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
0,54634,61,536,146,131283,1,37,42,88,67,32,0,0,2,1,0,1,0,1,2,2,74073,90,697,213,152080,0,42,37,96,74,32,1,1,9,6,2,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1
0,36180,51,520,122,61102,1,18,32,28,58,28,0,0,0,0,0,0,0,1,1,1,61834,83,659,127,81675,0,32,18,30,118,30,1,1,10,5,2,3,2,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0
1,53676,64,664,160,96825,1,42,19,66,96,46,1,1,4,3,1,0,1,1,4,1,61213,84,690,136,83389,0,19,42,25,122,38,0,0,7,3,1,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
0,29305,47,517,110,32924,0,9,22,15,48,19,0,0,0,0,0,0,0,1,1,0,46492,69,615,105,55985,1,22,9,36,67,28,1,0,2,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0
1,51557,61,689,164,95478,0,27,24,49,70,37,0,0,9,5,2,2,2,1,2,1,62073,85,667,144,100766,1,24,27,25,78,28,1,1,4,0,1,3,1,0,2,1,0,1,0,0,0,1,1,1,0,0,0,0
1,50485,59,598,194,106918,1,26,24,41,82,26,1,1,8,4,2,2,2,0,1,1,54130,77,570,126,96688,0,24,26,61,98,33,0,0,3,2,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0
1,43734,55,582,140,66659,0,21,19,42,59,18,1,1,6,4,1,1,1,0,0,2,47285,70,607,114,64486,1,19,21,36,51,26,0,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0
0,55150,60,660,168,123291,1,33,48,55,72,40,1,0,4,2,1,1,0,0,1,2,83036,98,773,188,143783,0,48,33,98,246,29,0,1,8,3,2,3,2,1,4,0,0,0,1,0,0,0,1,0,1,0,1,0
1,45076,56,549,137,66912,0,23,19,43,85,29,0,1,7,5,1,1,1,0,0,2,53569,78,702,154,66885,1,19,23,27,63,39,1,0,3,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1
1,48277,59,609,150,76569,0,28,18,38,77,32,0,1,10,4,3,3,3,1,3,1,56649,76,627,128,63632,1,18,28,21,81,32,1,0,4,2,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
0,20864,35,325,76,31584,0,7,23,9,42,12,0,0,0,0,0,0,0,1,1,0,37892,56,401,68,38932,1,23,7,24,55,11,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,47742,59,627,131,65093,1,28,20,42,103,30,0,1,8,5,1,2,1,0,0,2,56885,79,713,129,80752,0,20,28,20,70,41,1,0,5,1,3,1,0,1,3,0,0,0,0,0,0,0,1,1,0,1,0,0
0,50023,63,781,182,108408,1,17,30,40,78,35,0,0,2,0,1,1,0,0,1,0,70124,92,782,205,114003,0,30,17,71,237,36,1,1,6,4,1,1,1,1,4,2,0,0,0,1,0,0,1,1,0,1,0,0
0,27833,42,473,112,23916,0,7,14,17,43,13,0,0,1,1,0,0,0,0,0,2,41302,62,551,106,34501,1,14,7,22,35,20,1,0,3,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0
1,38430,49,456,112,51028,1,36,14,49,81,11,1,0,2,1,0,1,0,1,2,1,41612,61,420,98,65383,0,14,36,19,34,12,0,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,51441,60,664,160,98536,0,29,45,38,54,25,0,0,3,1,1,1,0,0,0,1,73535,89,721,166,120450,1,45,29,83,69,26,1,1,11,4,4,3,2,1,4,1,0,0,0,0,0,0,0,0,1,1,0,1
0,47719,59,680,157,61580,0,21,34,31,107,39,0,0,3,1,1,1,0,0,1,0,66844,85,725,163,92211,1,34,21,53,91,43,1,1,10,5,2,3,1,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0
1,34300,46,429,119,47552,0,19,8,33,50,23,1,0,5,2,1,2,0,0,1,2,35262,61,464,92,42882,1,8,19,9,351,16,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,36298,51,596,133,51845,0,14,24,18,62,27,0,0,0,0,0,0,0,0,1,1,57013,76,660,142,60171,1,24,14,41,75,24,1,0,7,1,3,3,0,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0
0,54023,66,721,160,95561,0,28,40,51,165,52,0,0,2,1,0,1,0,0,1,2,82957,96,839,236,161946,1,40,28,66,96,47,1,1,12,5,4,3,2,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0
1,41820,50,567,95,62980,1,26,17,34,109,19,1,1,7,3,1,3,1,0,1,2,46084,67,473,99,71405,0,17,26,26,48,16,0,0,4,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,49888,59,676,174,90022,1,25,29,44,148,33,1,0,5,2,2,1,0,1,1,2,69084,87,739,176,125201,0,29,25,58,81,35,0,1,6,5,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
0,56619,63,673,183,152529,1,37,48,55,96,26,0,0,1,0,0,1,0,0,1,2,82092,96,804,214,136389,0,48,37,77,77,49,1,1,11,5,4,2,1,1,4,0,1,0,0,0,0,0,1,1,0,1,0,0
0,42390,52,589,130,71826,1,20,40,30,89,37,0,0,3,1,1,1,0,0,0,2,72185,85,757,164,101302,0,40,20,59,85,50,1,1,10,5,3,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,1,1
0,45145,57,609,125,80533,0,25,43,36,71,26,0,0,1,1,0,0,0,0,2,0,73358,89,659,150,124279,1,43,25,76,70,37,1,1,10,5,3,2,3,1,2,2,1,0,1,0,0,0,1,0,0,1,0,0
1,40751,53,535,145,57864,1,25,13,38,51,27,1,1,7,4,2,1,1,1,2,2,43813,68,546,92,54762,0,13,25,24,100,18,0,0,3,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1,54909,59,640,198,82140,0,31,21,58,152,31,1,0,9,4,2,3,2,0,4,2,63104,82,690,157,63131,1,21,31,50,87,35,0,1,5,3,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1,53754,63,696,182,70296,1,27,12,67,64,40,0,1,11,5,3,3,2,0,2,1,52874,78,702,137,68306,0,12,27,16,80,22,1,0,1,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0
0,57734,65,768,182,134286,1,34,51,68,117,45,0,0,3,2,0,1,0,0,2,0,88609,99,759,185,155504,0,51,34,86,107,40,1,1,11,5,4,2,3,1,3,2,1,0,0,0,0,0,1,0,0,1,0,1
0,29654,44,435,111,37645,0,10,27,11,70,44,1,0,1,1,0,0,0,0,0,2,47992,68,502,128,72135,1,27,10,45,112,9,0,0,4,2,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0
0,38821,52,504,96,61664,1,23,38,33,67,23,0,0,1,0,0,1,0,0,1,0,68537,83,655,207,114371,0,38,23,61,63,27,1,1,8,3,2,3,2,1,2,2,0,1,0,0,0,0,0,0,1,0,0,1
1,54780,65,638,197,107244,0,38,21,61,75,64,0,0,5,2,1,2,0,0,3,1,64076,85,701,153,115319,1,21,38,34,240,31,1,1,8,3,2,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
0,55775,63,740,195,120530,0,23,33,41,146,55,1,0,4,1,1,2,0,0,1,1,75517,90,726,178,121328,1,33,23,72,153,44,0,1,8,7,1,0,1,1,4,0,1,0,0,0,0,0,1,1,0,0,0,1
1,38726,55,549,138,48276,1,19,8,34,53,8,0,0,3,1,1,1,0,1,2,1,45279,69,608,133,43158,0,8,19,9,38,12,1,0,4,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,55516,63,762,187,110766,1,29,40,54,110,27,0,0,5,2,2,1,0,1,1,0,77792,93,704,192,135656,0,40,29,70,105,42,1,0,7,3,2,2,0,0,3,2,0,0,0,0,1,0,1,0,0,1,0,0
1,48242,59,638,126,86579,0,25,20,50,97,60,1,1,6,2,2,2,1,1,1,1,55116,77,633,151,82513,1,20,25,28,152,37,0,0,5,1,2,2,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0
1,50653,58,639,175,89562,1,32,26,64,72,34,1,1,6,1,2,3,1,1,3,1,58555,81,581,127,95152,0,26,32,41,255,23,0,0,4,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1,31541,44,391,83,42086,1,24,9,37,37,11,1,0,3,1,1,1,0,1,1,1,30638,54,416,79,35792,0,9,24,13,31,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,33889,48,522,79,34355,1,14,22,14,48,22,0,0,2,0,1,1,0,0,0,1,57004,74,592,161,56249,0,22,14,29,64,20,1,1,10,5,2,3,2,1,3,1,0,0,0,0,0,0,1,1,1,0,0,0
0,26645,44,455,107,37563,1,4,25,9,29,9,0,0,1,0,1,0,0,1,1,0,45921,66,517,88,54702,0,25,4,35,45,8,1,0,4,2,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0
1,54593,64,710,172,113195,1,32,22,71,128,44,1,0,9,4,2,3,2,0,1,1,64695,90,743,163,87006,0,22,32,28,98,26,0,1,2,1,1,0,1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0
1,33616,47,446,124,42818,1,21,11,16,40,13,1,0,4,2,1,1,0,0,1,1,37252,59,493,96,47287,0,11,21,13,43,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,41785,52,568,159,59681,1,17,29,29,103,25,0,0,3,0,1,2,0,0,1,1,58948,78,673,137,74623,0,29,17,43,67,30,1,0,4,2,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,1,0
1,50239,59,631,181,76310,1,30,15,53,121,25,1,1,5,3,1,1,1,0,1,2,52947,77,661,117,70980,0,15,30,17,50,24,0,0,5,2,2,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0
0,31485,45,443,120,41234,1,10,27,13,48,13,1,0,1,0,1,0,0,1,3,1,47114,69,504,108,66131,0,27,10,64,71,19,0,0,4,1,1,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1,61266,66,705,181,80579,1,36,22,56,108,35,1,1,6,1,2,3,1,0,4,2,68291,86,811,158,95295,0,22,36,36,81,50,0,0,7,5,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
1,36885,50,533,126,45999,0,21,11,27,42,19,0,1,2,2,0,0,1,1,3,1,39631,60,486,85,43809,1,11,21,14,51,18,1,0,5,1,2,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
1,40508,53,563,122,51963,1,19,9,35,83,36,0,0,4,2,1,1,0,1,2,2,42444,67,560,130,56771,0,9,19,19,119,32,1,0,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
0,31024,46,511,114,31157,0,4,20,5,69,23,0,0,3,0,2,1,0,0,0,0,49723,72,607,124,48281,1,20,4,32,59,19,1,1,9,5,1,3,1,1,3,2,0,0,0,0,0,0,1,1,1,0,0,0
