gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds
KR_6422027090,FALSE,22738,4948,42,8.4,350,64,22126,0,6,17,6,37,8,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,TRUE,28868,5903,44,8.8,355,84,25749,1,17,6,30,27,10,0,0,,0,0,0,0,0,0,,0,1
KR_6421995351,FALSE,24537,2501,43,8.6,356,56,23396,0,9,9,11,34,12,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,TRUE,25651,2101,45,9,367,79,27102,1,9,9,9,46,8,1,0,BOT_LANE,1,0,0,1,0,0,EARTH_DRAGON,1,0
KR_6416662696,FALSE,27429,3629,46,9.2,373,86,26365,1,12,6,15,67,14,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,TRUE,24583,3653,45,9,413,66,27267,0,6,12,5,27,12,0,0,,1,0,0,1,0,1,AIR_DRAGON,1,0
KR_6423445271,TRUE,24632,2157,41,8.2,325,60,18768,1,10,8,15,33,11,0,0,,0,0,0,0,0,0,,0,0,FALSE,26501,2791,43,8.6,375,80,22177,0,8,10,7,56,10,1,0,MID_LANE,2,1,1,0,0,0,,0,1
KR_6404102924,FALSE,26993,4503,44,8.8,358,68,31643,0,13,6,20,29,9,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,TRUE,21885,2485,43,8.6,338,79,27866,1,6,13,6,38,11,0,0,,0,0,0,0,0,1,"HEXTECH_DRAGON,WATER_DRAGON",2,0
KR_6420037162,FALSE,25727,2827,43,8.6,339,91,23487,0,7,5,17,47,12,0,0,,1,0,0,1,0,1,FIRE_DRAGON,1,1,TRUE,23596,2708,43,8.6,373,60,18160,1,5,7,6,41,15,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
KR_6415360856,TRUE,28778,3308,47,9.4,382,88,27545,1,16,3,18,31,13,0,0,,0,0,0,0,0,1,"WATER_DRAGON,AIR_DRAGON",2,1,FALSE,21516,3926,42,8.4,354,88,18204,0,3,16,2,34,14,1,0,MID_LANE,1,1,0,0,0,0,,0,0
KR_6424570879,TRUE,26094,3854,44,8.8,375,87,26933,1,10,7,15,26,10,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,FALSE,23702,4052,43,8.6,353,76,23288,0,7,10,9,26,13,0,0,,0,0,0,0,0,0,,0,1
KR_6424865423,FALSE,25844,2769,43,8.6,386,52,21210,0,9,8,15,28,10,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,TRUE,24412,1922,44,8.8,358,92,23668,1,8,9,6,32,8,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0
KR_6423203349,TRUE,25671,2020,42,8.4,333,71,21557,1,9,5,13,28,9,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,FALSE,23990,4425,44,8.8,388,90,18414,0,5,9,7,29,13,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
KR_6415593419,FALSE,24466,3041,46,9.2,348,88,24170,0,9,10,10,31,13,0,0,,0,0,0,0,0,0,,0,0,TRUE,26806,3476,43,8.6,384,75,25077,1,10,9,11,31,13,1,0,BOT_LANE,1,0,0,1,0,1,WATER_DRAGON,1,1
KR_6406991883,FALSE,23902,2852,44,8.8,314,79,24810,1,8,10,9,31,4,0,0,,0,0,0,0,0,0,AIR_DRAGON,1,0,TRUE,26814,3639,46,9.2,350,84,31684,0,10,8,13,25,8,1,0,TOP_LANE,1,0,1,0,0,1,HEXTECH_DRAGON,1,1
KR_6425177948,FALSE,24261,3911,42,8.4,343,63,25900,0,7,9,8,34,13,0,0,,0,0,0,0,0,0,,0,0,TRUE,26702,2627,45,9,370,77,22737,1,9,7,6,36,9,1,0,MID_LANE,2,1,0,1,0,1,FIRE_DRAGON,1,1
KR_6415159940,TRUE,31893,6053,47,9.4,367,79,36660,1,24,12,19,25,8,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,FALSE,25630,3320,43,8.6,292,64,30645,0,12,24,16,27,7,1,0,MID_LANE,1,1,0,0,0,0,,0,1
KR_6415526166,TRUE,25896,2296,44,8.8,403,82,21834,0,9,9,12,36,13,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,FALSE,25813,1938,44,8.8,359,82,20695,1,9,9,10,32,16,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
KR_6419238522,FALSE,24450,2035,45,9,392,67,18190,0,7,9,4,31,12,0,0,,1,0,1,0,0,0,,0,0,TRUE,26718,2537,45,9,385,65,26681,1,9,7,14,87,14,1,0,BOT_LANE,1,0,0,1,0,1,"AIR_DRAGON,EARTH_DRAGON",2,1
KR_6418240627,FALSE,22910,2015,44,8.8,371,56,20686,0,4,8,4,39,7,0,0,,0,0,0,0,0,0,,0,0,TRUE,26156,2221,43,8.6,369,71,19454,1,8,4,9,25,5,1,0,MID_LANE,2,2,0,0,0,1,EARTH_DRAGON,1,1
KR_6400340687,TRUE,27371,4131,43,8.6,342,76,29932,1,14,7,23,23,8,1,0,MID_LANE,1,1,0,0,0,1,"WATER_DRAGON,HEXTECH_DRAGON",2,1,FALSE,23863,2023,43,8.6,341,70,22456,0,7,14,11,28,6,0,0,,0,0,0,0,0,0,,0,0
KR_6418701476,TRUE,26213,3952,44,8.8,353,87,29038,0,11,8,23,29,12,0,0,,0,0,0,0,0,1,"HEXTECH_DRAGON,WATER_DRAGON",2,1,FALSE,23525,2280,42,8.4,332,76,20827,1,8,11,11,32,10,0,0,,0,0,0,0,0,0,,0,0
KR_6422480154,TRUE,30948,7393,47,9.4,414,62,31201,1,19,8,15,32,13,1,0,MID_LANE,3,1,1,1,0,1,"EARTH_DRAGON,CHEMTECH_DRAGON",2,0,FALSE,24144,2019,42,8.4,308,86,23778,0,8,19,10,28,8,0,0,,0,0,0,0,0,0,,0,1
KR_6424936366,FALSE,25841,1506,43,8.6,343,64,23634,0,9,11,12,30,11,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,TRUE,25165,1730,44,8.8,352,80,28691,1,11,9,9,31,5,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
KR_6404726891,TRUE,26782,1702,43,8.6,349,83,19991,0,8,8,11,36,6,1,0,BOT_LANE,2,0,1,1,0,0,,0,1,FALSE,23315,2925,43,8.6,356,64,22032,1,8,8,8,26,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0
KR_6423319640,TRUE,24648,4308,44,8.8,370,74,26220,0,7,8,8,64,14,0,0,,0,0,0,0,0,0,WATER_DRAGON,1,0,FALSE,25294,3879,44,8.8,382,88,25759,1,8,7,14,39,13,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1
KR_6417096370,FALSE,24446,2811,44,8.8,383,95,25242,0,7,9,8,28,9,0,0,,0,0,0,0,0,0,,0,1,TRUE,25275,2340,44,8.8,393,67,22752,1,9,7,13,34,7,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
KR_6415587516,TRUE,26450,975,44,8.8,367,76,30948,1,11,8,16,53,5,0,0,,0,0,0,0,0,0,,0,1,FALSE,25091,2316,45,9,357,64,33227,0,8,11,10,25,6,0,0,,0,0,0,0,0,0,,0,0
KR_6414754553,TRUE,29870,5650,43,8.6,347,78,29079,1,14,7,23,29,12,1,0,BOT_LANE,2,0,0,2,0,0,CHEMTECH_DRAGON,1,1,FALSE,22571,2071,41,8.2,326,65,23099,0,7,14,10,34,9,0,0,,1,0,1,0,0,1,FIRE_DRAGON,1,0
KR_6415310037,FALSE,25843,2868,40,8,340,68,30039,1,12,18,20,27,6,0,0,,0,0,0,0,0,0,,0,1,TRUE,30173,4883,45,9,360,52,34036,0,18,12,26,27,6,1,0,BOT_LANE,1,0,0,1,0,1,"EARTH_DRAGON,AIR_DRAGON",2,0
KR_6414098083,FALSE,23664,1849,44,8.8,363,62,27607,0,8,11,8,26,13,0,0,,0,0,0,0,0,0,,0,1,TRUE,27073,2368,44,8.8,409,41,24875,1,11,8,17,28,10,0,0,,0,0,0,0,0,0,,0,0
KR_6421894849,FALSE,22057,2127,42,8.4,316,63,15945,0,8,15,7,22,9,0,0,,0,0,0,0,0,0,,0,0,TRUE,31555,4705,46,9.2,371,92,29660,1,15,8,14,41,6,1,0,BOT_LANE,2,0,1,1,0,1,FIRE_DRAGON,1,1
KR_6423278107,FALSE,27284,4314,44,8.8,391,52,27669,1,13,7,13,27,7,1,0,BOT_LANE,1,0,0,1,0,0,AIR_DRAGON,1,0,TRUE,23973,3408,43,8.6,339,64,22453,0,7,13,10,22,6,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1
KR_6425257139,FALSE,25958,4048,42,8.4,331,76,26060,1,7,10,11,29,4,0,0,,1,0,1,0,0,0,,0,0,TRUE,24907,3112,43,8.6,329,79,18791,0,10,7,16,242,7,1,0,TOP_LANE,1,0,1,0,0,1,"WATER_DRAGON,HEXTECH_DRAGON",2,1
KR_6414401298,FALSE,27706,2971,44,8.8,353,60,34091,1,14,9,15,25,8,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,TRUE,26181,2816,43,8.6,345,70,28084,0,9,14,12,24,7,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
KR_6424462262,TRUE,26300,3190,43,8.6,373,59,26389,1,10,8,21,38,31,0,0,,0,0,0,0,0,0,,0,1,FALSE,23894,2649,43,8.6,347,64,26751,0,8,10,8,87,9,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0
KR_6407115719,FALSE,21495,3440,43,8.6,358,85,18679,1,3,11,4,40,15,0,0,,0,0,0,0,0,0,,0,0,TRUE,26474,3249,45,9,369,90,23791,0,11,3,11,36,10,1,0,MID_LANE,1,1,0,0,0,1,EARTH_DRAGON,1,1
KR_6419441784,FALSE,25892,3852,45,9,401,71,20247,0,9,7,11,30,15,0,0,,0,0,0,0,0,0,,0,1,TRUE,25115,2975,44,8.8,405,68,25769,1,7,9,12,36,9,0,0,,0,0,0,0,0,1,"CHEMTECH_DRAGON,WATER_DRAGON",2,0
KR_6421876121,TRUE,29504,2749,45,9,346,71,30636,1,15,8,21,65,13,1,0,MID_LANE,1,1,0,0,0,0,,0,1,FALSE,23444,1899,43,8.6,348,64,29210,0,8,15,10,29,10,0,0,,0,0,0,0,0,0,,0,0
KR_6416860586,FALSE,22181,1652,41,8.2,308,59,24162,0,4,22,3,23,13,0,0,,0,0,0,0,0,0,,0,0,TRUE,33908,8323,46,9.2,377,52,38274,1,22,4,27,33,7,1,0,MID_LANE,2,1,1,0,0,1,"AIR_DRAGON,HEXTECH_DRAGON",2,1
KR_6416819835,TRUE,24446,2286,45,9,416,72,19127,0,5,4,9,36,11,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,FALSE,24032,2882,46,9.2,417,84,12130,1,4,5,10,36,10,0,0,,0,0,0,0,0,0,FIRE_DRAGON,1,1
KR_6417709902,TRUE,28180,3875,44,8.8,391,55,27040,1,13,9,13,30,11,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,FALSE,23643,1403,43,8.6,359,67,19010,0,9,13,10,32,8,0,0,,0,0,0,0,0,0,,0,0
KR_6419492117,TRUE,27076,3666,44,8.8,287,84,30961,0,16,8,22,85,12,0,0,,0,0,0,0,0,0,FIRE_DRAGON,1,0,FALSE,24280,1405,41,8.2,342,60,22736,1,8,16,8,26,8,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1
KR_6420587685,TRUE,24578,2113,42,8.4,350,96,23463,1,5,9,9,29,10,0,0,,0,0,0,0,0,0,,0,1,FALSE,24267,3742,43,8.6,344,68,19671,0,9,5,7,32,8,1,0,TOP_LANE,1,0,1,0,0,1,"WATER_DRAGON,HEXTECH_DRAGON",2,0
KR_6414718799,FALSE,24004,3539,43,8.6,332,72,21393,0,9,8,14,37,19,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,TRUE,24782,3607,43,8.6,399,64,22146,1,8,9,9,42,15,0,0,,0,0,0,0,0,0,,0,1
KR_6422876116,TRUE,27212,3743,44,8.8,327,68,21737,1,14,7,14,34,8,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,1,FALSE,25166,1751,43,8.6,359,66,24233,0,7,14,12,36,9,0,0,,0,0,0,0,0,0,,0,0
KR_6416080777,FALSE,26176,3471,44,8.8,377,67,20656,0,10,7,11,27,6,1,0,MID_LANE,1,1,0,0,0,0,,0,1,TRUE,24192,3652,43,8.6,366,62,24697,1,7,10,10,41,9,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
KR_6413462112,TRUE,30152,1887,44,8.8,331,52,36216,1,20,13,28,59,10,1,0,BOT_LANE,1,0,0,1,0,1,CHEMTECH_DRAGON,1,0,FALSE,26627,5902,41,8.2,318,72,34546,0,13,20,20,28,14,0,0,,0,0,0,0,0,0,,0,1
KR_6423924710,TRUE,25748,3103,44,8.8,353,56,23045,0,10,12,13,19,9,0,0,,0,0,0,0,0,0,,0,0,FALSE,27566,4781,43,8.6,334,75,28948,1,12,10,22,35,6,1,0,BOT_LANE,1,0,0,1,0,1,EARTH_DRAGON,1,1
KR_6422674052,FALSE,24520,2910,42,8.4,332,79,19155,1,7,17,7,21,5,0,0,,0,0,0,0,0,0,,0,1,TRUE,28343,3848,45,9,328,70,28039,0,17,7,23,36,11,1,0,TOP_LANE,2,0,1,1,0,1,"FIRE_DRAGON,EARTH_DRAGON",2,0
KR_6404192105,TRUE,25443,1703,43,8.6,362,69,27774,0,10,14,13,16,3,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,FALSE,28210,5775,44,8.8,354,73,30831,1,14,10,15,26,3,1,0,MID_LANE,1,1,0,0,0,0,,0,1
KR_6425183511,FALSE,25665,2495,44,8.8,331,76,26028,1,12,9,18,27,5,0,0,,0,0,0,0,0,0,,0,0,TRUE,26263,2642,43,8.6,353,71,29991,0,9,12,12,22,11,1,0,MID_LANE,2,2,0,0,0,1,"EARTH_DRAGON,WATER_DRAGON",2,1
KR_6416363251,TRUE,28055,830,44,8.8,344,79,27121,0,13,11,13,36,6,0,0,,0,0,0,0,0,0,,0,1,FALSE,25545,3747,46,9.2,385,100,23408,1,11,13,13,29,9,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
KR_6415392968,FALSE,22341,3016,44,8.8,336,76,17951,0,6,12,6,32,15,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,TRUE,29122,4778,46,9.2,411,88,24234,1,12,6,11,33,15,1,0,TOP_LANE,2,0,1,1,0,0,,0,1
KR_6421234348,TRUE,28532,3217,43,8.6,340,72,29789,0,19,19,26,32,13,0,0,,0,0,0,0,0,0,,0,1,FALSE,29023,4348,44,8.8,327,59,31908,1,19,19,28,31,12,0,0,,0,0,0,0,0,1,"EARTH_DRAGON,FIRE_DRAGON",2,0
KR_6416701373,FALSE,25248,2283,41,8.2,311,87,29771,1,10,15,14,68,7,0,0,,0,0,0,0,0,0,,0,0,TRUE,28052,4577,44,8.8,330,70,31695,0,15,10,19,30,10,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
KR_6417698960,TRUE,27364,4289,44,8.8,321,76,24262,1,11,1,19,33,10,0,0,,0,0,0,0,0,0,,0,1,FALSE,22722,2292,44,8.8,378,83,20330,0,1,11,1,80,6,1,0,BOT_LANE,1,0,0,1,0,1,HEXTECH_DRAGON,1,0
KR_6425164425,FALSE,24384,3499,44,8.8,373,76,25847,0,7,14,5,29,9,0,0,,0,0,0,0,0,0,,0,0,TRUE,30342,3477,47,9.4,407,88,26866,1,14,7,22,30,6,1,0,MID_LANE,1,1,0,0,0,1,HEXTECH_DRAGON,1,1
KR_6416855015,TRUE,22805,2075,43,8.6,373,64,24361,1,6,9,11,41,10,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,FALSE,26090,5505,45,9,369,80,21947,0,9,6,13,46,13,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
KR_6415561485,FALSE,23317,3977,44,8.8,366,66,20524,1,7,9,7,32,5,0,0,,0,0,0,0,0,0,,0,0,TRUE,26875,6200,45,9,343,75,26953,0,9,7,9,28,9,1,0,BOT_LANE,2,0,0,2,0,1,AIR_DRAGON,1,1
KR_6408467314,FALSE,25682,3406,44,8.8,371,88,26871,0,10,11,15,24,9,0,0,,0,0,0,0,0,0,,0,0,TRUE,26053,2378,42,8.4,339,76,24352,1,11,10,10,27,6,1,0,TOP_LANE,1,0,1,0,0,1,"HEXTECH_DRAGON,EARTH_DRAGON",2,1
KR_6417737099,FALSE,23973,3103,45,9,401,65,21367,0,4,9,5,28,27,0,0,,0,0,0,0,0,0,,0,0,TRUE,25919,3239,45,9,371,84,19084,1,9,4,12,105,12,0,0,,0,0,0,0,0,1,"HEXTECH_DRAGON,FIRE_DRAGON",2,1
KR_6418339593,TRUE,26433,3533,42,8.4,352,83,25898,1,9,11,10,38,10,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,FALSE,25081,1311,45,9,346,80,24004,0,11,9,10,161,14,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0
KR_6414172552,FALSE,22632,3767,44,8.8,378,67,25243,1,5,8,5,30,18,0,0,,0,0,0,0,0,0,,0,0,TRUE,23845,2500,43,8.6,341,76,21663,0,8,5,10,270,6,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1
KR_6414370459,TRUE,26440,3405,45,9,389,72,20771,1,11,6,20,30,16,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,FALSE,26254,2684,45,9,389,92,18075,0,6,11,6,39,13,1,0,TOP_LANE,1,0,1,0,0,0,WATER_DRAGON,1,1
KR_6417724214,TRUE,29235,2950,45,9,366,66,35567,1,18,7,25,30,12,1,0,BOT_LANE,1,0,0,1,0,1,EARTH_DRAGON,1,1,FALSE,23421,1916,42,8.4,340,81,26501,0,7,18,4,37,11,0,0,,0,0,0,0,0,0,,0,0
KR_6418249849,FALSE,25552,3232,43,8.6,378,81,17008,1,5,9,6,37,11,0,0,,1,0,1,0,0,1,CHEMTECH_DRAGON,1,1,TRUE,24229,3029,42,8.4,365,60,16558,0,9,5,7,46,11,1,0,BOT_LANE,2,0,1,1,0,0,,0,0
KR_6416584754,TRUE,32137,2148,44,8.8,368,68,38957,1,20,13,24,30,9,0,0,,2,1,0,1,0,1,CHEMTECH_DRAGON,1,1,FALSE,26459,3144,42,8.4,280,68,28193,0,13,20,19,61,12,1,0,MID_LANE,1,1,0,0,0,0,,0,0
KR_6414611479,TRUE,26066,4281,45,9,355,75,29222,1,11,6,10,32,14,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,FALSE,22705,3770,43,8.6,351,60,19754,0,6,11,6,35,14,0,0,,0,0,0,0,0,0,,0,1
KR_6423138222,FALSE,25725,4235,45,9,346,82,18274,1,12,4,10,29,8,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1,TRUE,22003,3328,43,8.6,393,65,20871,0,4,12,4,24,7,0,0,,0,0,0,0,0,0,,0,0
KR_6420399485,TRUE,24568,2533,41,8.2,344,58,25481,1,7,9,11,28,11,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,FALSE,25218,2748,43,8.6,358,80,26588,0,9,7,9,125,10,0,0,,1,0,0,1,0,1,CHEMTECH_DRAGON,1,0
KR_6423395852,TRUE,27231,4596,45,9,360,75,25521,1,9,12,8,27,13,1,0,TOP_LANE,2,0,1,1,0,0,,0,1,FALSE,26304,4884,44,8.8,349,64,30938,0,12,9,19,31,12,0,0,,1,0,0,1,0,1,FIRE_DRAGON,1,0
KR_6414326189,TRUE,30919,4824,44,8.8,347,64,42675,0,19,10,21,34,7,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,0,FALSE,23455,2145,41,8.2,296,64,26822,1,10,19,14,54,9,0,0,,1,0,1,0,0,0,,0,1
KR_6419312174,TRUE,27847,5597,44,8.8,317,76,41166,1,15,10,29,37,9,0,0,,0,0,0,0,0,1,"FIRE_DRAGON,WATER_DRAGON",2,0,FALSE,24921,3326,42,8.4,285,68,35241,0,10,15,18,31,8,0,0,,0,0,0,0,0,0,,0,1
KR_6423638790,TRUE,27456,1751,44,8.8,369,77,22225,0,10,10,13,28,9,1,0,TOP_LANE,2,1,1,0,0,1,FIRE_DRAGON,1,1,FALSE,24311,941,43,8.6,334,66,21301,1,10,10,11,26,9,0,0,,0,0,0,0,0,0,AIR_DRAGON,1,0
KR_6424355760,TRUE,30156,3866,46,9.2,316,76,36343,0,16,15,14,52,8,0,0,,2,2,0,0,0,0,,0,1,FALSE,26449,3919,43,8.6,325,52,33737,1,15,16,12,30,9,1,0,BOT_LANE,2,0,0,2,0,0,,0,0
KR_6416846935,FALSE,29989,4834,44,8.8,334,60,35225,1,19,8,18,53,9,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1,TRUE,24197,2422,43,8.6,327,80,26177,0,8,19,12,26,10,1,0,BOT_LANE,1,0,0,1,0,0,,0,0
KR_6414343664,TRUE,25323,3723,46,9.2,377,72,25310,1,11,14,11,33,7,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,FALSE,30199,3674,48,9.6,404,92,26886,0,14,11,12,35,13,1,0,MID_LANE,2,1,1,0,0,0,,0,1
KR_6423673472,FALSE,22082,1937,42,8.4,349,52,22640,1,6,8,6,41,13,0,0,,0,0,0,0,0,0,,0,1,TRUE,24863,3683,44,8.8,367,60,23232,0,8,6,7,36,9,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0
KR_6423031075,TRUE,28599,1044,47,9.4,350,89,27003,0,14,5,15,41,9,0,0,,0,0,0,0,0,0,,0,1,FALSE,21037,2142,40,8,318,61,24682,1,5,14,4,30,8,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0
KR_6407602945,FALSE,23758,3620,43,8.6,340,67,27158,0,6,5,7,30,10,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,TRUE,23596,5446,43,8.6,368,69,26050,1,5,6,9,31,9,0,0,,0,0,0,0,0,1,"WATER_DRAGON,EARTH_DRAGON",2,0
KR_6413121875,TRUE,27270,1925,44,8.8,338,88,32153,0,12,14,18,40,12,1,0,BOT_LANE,1,0,0,1,0,1,"FIRE_DRAGON,WATER_DRAGON",2,1,FALSE,26155,3430,44,8.8,352,88,25603,1,14,12,17,28,10,0,0,,0,0,0,0,0,0,,0,0
KR_6409607715,TRUE,26043,2463,44,8.8,398,81,21996,0,8,10,10,30,9,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,FALSE,25177,5032,44,8.8,311,78,24434,1,10,8,10,34,7,0,0,,1,0,0,1,0,1,"FIRE_DRAGON,CHEMTECH_DRAGON",2,1
KR_6425230177,FALSE,24998,2833,44,8.8,388,92,29184,1,7,14,9,29,13,0,0,,0,0,0,0,0,0,,0,1,TRUE,27625,3380,45,9,350,68,24127,0,14,7,20,58,10,1,0,TOP_LANE,1,0,1,0,0,1,WATER_DRAGON,1,0
KR_6418984977,TRUE,27749,1444,46,9.2,393,70,23335,1,11,8,19,23,6,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,FALSE,23938,1568,43,8.6,355,81,22006,0,8,11,6,34,5,1,0,TOP_LANE,1,0,1,0,0,0,HEXTECH_DRAGON,1,0
KR_6416052953,FALSE,22594,544,40,8,322,49,26607,0,8,19,9,26,6,0,0,,0,0,0,0,0,0,,0,0,TRUE,30976,5051,45,9,366,95,34396,1,19,8,15,25,8,1,0,TOP_LANE,4,0,3,1,0,1,EARTH_DRAGON,1,1
KR_6421461268,FALSE,21582,2017,44,8.8,338,71,22980,0,5,7,3,27,14,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,TRUE,26176,3686,45,9,371,84,24806,1,7,5,7,41,8,1,0,BOT_LANE,2,0,1,1,0,0,,0,1
KR_6423886261,FALSE,25083,1788,41,8.2,348,61,25058,0,10,21,8,33,9,0,0,,0,0,0,0,0,0,,0,0,TRUE,31488,4573,46,9.2,348,64,33587,1,21,10,22,31,9,1,0,MID_LANE,1,1,0,0,0,1,"WATER_DRAGON,CHEMTECH_DRAGON",2,1
KR_6424418019,FALSE,23614,3246,41,8.2,355,67,27651,1,5,8,8,26,8,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1,TRUE,22432,3517,44,8.8,343,75,21405,0,8,5,14,26,6,0,0,,0,0,0,0,0,0,WATER_DRAGON,1,0
KR_6423696464,FALSE,27628,4518,46,9.2,366,64,31888,0,14,20,13,30,12,0,0,,0,0,0,0,0,0,,0,0,TRUE,30815,4660,46,9.2,357,72,30912,1,20,14,16,39,10,1,0,MID_LANE,1,1,0,0,0,1,FIRE_DRAGON,1,1
KR_6411517092,FALSE,22496,4561,43,8.6,369,76,21320,0,4,10,3,29,13,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,TRUE,27051,4796,46,9.2,365,74,23296,1,10,4,14,31,14,1,0,BOT_LANE,1,0,0,1,0,0,AIR_DRAGON,1,0
KR_6413450766,TRUE,29585,4955,47,9.4,366,76,30627,1,19,8,17,35,15,1,0,TOP_LANE,1,0,1,0,0,1,"CHEMTECH_DRAGON,WATER_DRAGON",2,1,FALSE,23881,2536,44,8.8,355,52,25475,0,8,19,9,46,8,0,0,,0,0,0,0,0,0,,0,0
KR_6419792535,TRUE,26554,2235,45,9,382,78,30556,1,9,6,11,44,7,0,0,,0,0,0,0,0,0,FIRE_DRAGON,1,1,FALSE,23271,1706,44,8.8,368,57,25005,0,6,9,6,24,9,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
KR_6421226857,TRUE,26067,3027,43,8.6,372,76,22485,0,9,6,10,56,9,0,0,,0,0,0,0,0,0,,0,1,FALSE,23041,1501,43,8.6,310,64,24542,1,6,9,7,31,7,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
KR_6413569612,FALSE,27621,4271,44,8.8,322,68,28607,1,13,14,19,45,8,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,TRUE,26778,633,42,8.4,328,76,25028,0,14,13,19,27,5,0,0,,1,0,0,1,0,1,FIRE_DRAGON,1,1
KR_6423754112,FALSE,25547,2102,42,8.4,354,80,22196,0,10,12,20,32,13,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,TRUE,30214,1674,46,9.2,408,91,25642,1,12,10,17,33,13,1,0,TOP_LANE,3,1,1,1,0,0,,0,1
KR_6416839437,TRUE,27184,3034,46,9.2,398,98,27289,1,10,3,10,74,12,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,FALSE,20642,2554,41,8.2,334,81,20102,0,3,10,6,31,15,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
KR_6418637301,FALSE,26749,3074,45,9,362,62,33866,0,15,14,11,66,18,0,0,,0,0,0,0,0,0,,0,0,TRUE,26418,3183,45,9,290,75,29359,1,14,15,22,71,13,0,0,,0,0,0,0,0,1,"WATER_DRAGON,EARTH_DRAGON",2,1
