blueWins,blueTotalGolds,blueTotalLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redTotalLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blueWATER_DRAGON,blueFIRE_DRAGON,blueAIR_DRAGON,blueEARTH_DRAGON,blueCHEMTECH_DRAGON,blueHEXTECH_DRAGON,redWATER_DRAGON,redFIRE_DRAGON,redAIR_DRAGON,redEARTH_DRAGON,redCHEMTECH_DRAGON,redHEXTECH_DRAGON
1,13852,25,192,45,10577,1,8,6,10,16,4,0,0,0,0,0,0,0,0,0,0,17108,37,218,38,15703,0,6,8,4,17,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,11834,26,188,43,10632,0,5,9,4,13,2,0,0,0,0,0,0,0,0,0,0,19613,39,245,44,18244,1,9,5,9,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10101,24,188,44,6570,0,0,10,0,14,2,0,0,0,0,0,0,0,0,0,0,19617,38,243,36,15535,1,10,0,12,15,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12900,27,225,56,8746,1,3,4,2,15,5,0,0,0,0,0,0,0,0,0,1,16316,39,208,40,11300,0,4,3,3,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14341,27,218,43,10308,1,6,2,7,19,7,0,0,0,0,0,0,0,0,0,1,16583,38,216,49,19794,0,2,6,3,21,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,12094,27,225,48,10579,0,3,4,4,15,6,0,0,0,0,0,0,0,0,0,0,16535,36,190,36,14763,1,4,3,6,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12204,27,192,43,8923,0,4,4,2,15,2,0,0,0,0,0,0,0,1,1,0,16021,36,216,44,9492,1,4,4,2,12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,13198,27,172,48,12876,1,7,4,11,16,5,0,0,0,0,0,0,0,0,0,0,16558,37,226,34,16654,0,4,7,5,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11868,26,203,53,10974,1,2,6,3,14,4,0,0,0,0,0,0,0,1,1,1,17363,38,222,42,14595,0,6,2,8,17,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,11936,26,176,52,12412,0,5,3,5,17,0,0,0,0,0,0,0,0,1,1,0,16158,36,196,52,14921,1,3,5,3,29,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,12623,27,239,64,6149,0,1,3,1,27,1,0,0,0,0,0,0,0,0,0,1,15965,38,213,52,11094,1,3,1,4,18,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,13775,28,218,52,11535,0,7,5,2,17,3,0,0,0,0,0,0,0,0,0,1,17276,36,227,39,11665,1,5,7,9,16,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,13940,27,214,44,16672,0,9,7,17,17,5,0,0,0,0,0,0,0,0,0,0,18953,35,192,36,19103,1,7,9,15,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11755,26,174,51,6521,1,4,9,8,16,4,0,0,0,0,0,0,0,1,1,0,19658,38,223,40,15826,0,9,4,12,18,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,12284,26,189,44,8312,0,4,5,7,18,2,0,0,0,0,0,0,0,0,0,0,17455,36,215,60,12197,1,5,4,5,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12854,27,205,56,9102,0,3,4,5,10,1,0,0,0,0,0,0,0,0,0,0,17178,37,214,49,10352,1,4,3,6,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12718,26,202,40,9958,1,6,4,8,16,5,0,0,0,0,0,0,0,0,0,0,16606,37,223,48,11597,0,4,6,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14001,27,214,48,13421,1,6,6,5,16,3,0,0,0,0,0,0,0,0,0,1,16974,38,219,50,13914,0,6,6,5,88,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,14568,27,199,44,11921,0,10,9,13,13,3,0,0,0,0,0,0,0,1,1,0,18756,35,198,40,13282,1,9,10,7,17,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,13070,26,186,48,10370,0,6,6,5,28,4,0,0,0,0,0,0,0,0,0,0,17778,38,216,48,14903,1,6,6,7,18,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,12024,25,163,44,6964,1,3,7,2,17,6,0,0,0,0,0,0,0,0,0,0,18448,39,291,48,16476,0,7,3,8,17,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,13291,26,207,35,9570,1,6,3,11,12,4,0,0,0,0,0,0,0,0,0,0,15089,36,213,55,10559,0,3,6,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14335,28,200,59,11468,0,8,4,9,14,3,0,0,0,0,0,0,0,1,1,1,16490,36,193,31,11209,1,4,8,5,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,12714,26,193,40,9054,0,5,6,8,22,4,0,0,0,0,0,0,0,0,0,0,19339,39,234,52,12819,1,6,5,5,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11609,26,184,48,7442,0,4,7,6,28,2,0,0,0,0,0,0,0,0,0,0,19177,39,253,42,14143,1,7,4,10,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11823,27,193,39,11546,0,4,7,3,23,3,0,0,0,0,0,0,0,0,0,0,17542,37,219,52,16564,1,7,4,5,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11835,24,165,36,11965,0,4,11,3,22,1,0,0,0,0,0,0,0,0,0,0,18711,36,163,40,19198,1,11,4,13,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12010,27,218,44,10482,1,3,6,5,18,3,0,0,0,0,0,0,0,1,1,0,18534,35,218,48,13970,0,6,3,7,18,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,14455,28,216,52,13050,0,9,6,12,19,4,0,0,0,0,0,0,0,0,0,0,17347,36,204,39,12701,1,6,9,7,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13874,25,190,52,15015,0,5,9,11,31,3,0,0,0,0,0,0,0,0,0,0,18812,37,216,27,15214,1,9,5,9,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12078,28,187,62,8836,1,4,1,4,62,5,0,0,0,0,0,0,0,0,0,0,16499,41,209,64,7528,0,1,4,1,34,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,11415,25,193,35,13050,0,3,6,3,19,6,0,0,0,0,0,0,0,0,0,0,18107,37,208,52,14575,1,6,3,8,18,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,12424,25,177,44,12251,1,7,4,8,15,5,0,0,0,0,0,0,0,0,0,0,17132,36,177,52,16468,0,4,7,8,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13676,28,217,47,11257,1,6,2,4,18,7,0,0,0,0,0,0,0,0,0,0,15526,36,207,52,13226,0,2,6,2,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12652,28,240,55,6548,1,2,2,3,12,2,0,0,0,0,0,0,0,0,0,1,16043,38,241,38,10612,0,2,2,3,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12668,27,216,33,11037,0,5,5,5,17,6,0,0,0,0,0,0,0,0,0,0,16755,36,206,46,15149,1,5,5,5,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12335,26,185,57,7040,0,5,7,6,52,4,0,0,0,0,0,0,0,0,0,0,20257,41,247,57,13058,1,7,5,12,16,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,11714,26,212,38,8186,1,1,4,1,15,1,0,0,0,0,0,0,0,0,0,1,16850,37,222,44,12176,0,4,1,3,15,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,13655,29,226,48,9983,0,5,3,3,14,12,0,0,0,0,0,0,0,0,0,1,16528,39,240,56,12088,1,3,5,2,35,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,13288,27,186,72,11619,0,5,8,5,12,2,0,0,0,0,0,0,0,0,0,0,18144,37,223,51,14727,1,8,5,6,15,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,13002,25,167,52,13340,0,7,17,11,39,5,0,0,0,0,0,0,0,0,0,0,22514,37,213,47,24337,1,17,7,25,15,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,12270,25,162,44,13430,0,6,7,8,14,4,0,0,0,0,0,0,0,0,0,0,18333,37,198,48,16796,1,7,6,7,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,14761,27,172,34,14592,1,11,12,9,17,1,0,0,0,0,0,0,0,0,0,0,18572,35,178,42,19654,0,12,11,13,12,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,13978,27,191,47,12566,0,9,3,13,15,5,0,0,0,0,0,0,0,0,0,0,16192,37,220,52,14691,1,3,9,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13218,27,182,56,11184,1,8,4,16,13,2,0,0,0,0,0,0,0,1,1,0,17675,37,226,48,12483,0,4,8,4,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,13284,26,174,40,13191,1,7,10,9,20,6,0,0,0,0,0,0,0,0,0,0,18890,36,196,36,15598,0,10,7,15,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11234,27,192,56,7843,1,3,4,2,18,7,0,0,0,0,0,0,0,0,0,0,16204,39,217,36,14890,0,4,3,3,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12530,25,184,44,9467,1,5,3,7,21,5,0,0,0,0,0,0,0,0,0,0,16039,37,197,48,15629,0,3,5,4,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11957,26,208,40,10042,0,3,9,5,17,4,0,0,0,0,0,0,0,0,0,0,19197,39,211,44,15365,1,9,3,13,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14309,26,182,39,11436,1,8,6,23,17,2,1,0,1,0,0,1,0,1,1,0,18406,34,197,48,19197,0,6,8,6,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,14098,29,192,52,10872,0,9,9,9,19,2,0,0,0,0,0,0,0,1,1,1,21406,38,216,72,19196,1,9,9,12,16,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,13649,26,176,39,11825,0,9,7,17,19,4,0,0,0,0,0,0,0,0,0,0,17459,36,168,36,18766,1,7,9,7,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14111,26,206,32,12118,1,6,8,5,14,4,0,0,0,0,0,0,0,0,0,0,18171,36,215,36,13638,0,8,6,8,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13434,27,203,52,10166,1,6,3,7,13,4,0,0,0,0,0,0,0,0,0,0,17759,39,255,44,13457,0,3,6,3,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13089,28,210,56,13167,1,5,1,4,17,3,0,0,0,0,0,0,0,1,1,0,15304,35,199,48,11182,0,1,5,2,15,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,13606,28,197,56,11236,1,5,5,8,29,5,0,0,0,0,0,0,0,1,1,0,17593,36,231,48,13575,0,5,5,5,17,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,11501,26,189,48,8808,0,3,1,6,50,3,0,0,0,0,0,0,0,0,0,0,15956,35,210,40,8781,1,1,3,2,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,11916,27,206,51,9556,0,3,2,3,16,6,0,0,0,0,0,0,0,1,1,0,16260,40,261,40,8158,1,2,3,2,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,12237,27,216,44,9788,1,3,2,3,21,4,0,0,0,0,0,0,0,0,0,0,15988,39,221,40,10856,0,2,3,2,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11955,26,199,36,10861,0,3,9,3,18,1,0,0,0,0,0,0,0,0,0,0,19423,37,181,72,15224,1,9,3,12,17,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,12207,27,202,44,11800,0,4,2,2,16,7,0,0,0,0,0,0,0,0,0,0,15721,37,203,48,11769,1,2,4,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12822,26,176,46,11066,0,6,6,6,25,5,0,0,0,0,0,0,0,0,0,0,17555,38,228,45,17109,1,6,6,5,23,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,14204,27,187,48,12335,0,8,6,10,14,3,0,0,0,0,0,0,0,1,1,1,16833,36,187,44,16219,1,6,8,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,12011,27,160,55,8733,0,6,3,4,17,4,0,0,0,0,0,0,0,1,1,0,17790,36,204,48,17531,1,3,6,4,17,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,11839,26,185,44,9786,1,3,4,3,21,2,0,0,0,0,0,0,0,0,0,1,15889,36,193,48,12150,0,4,3,2,47,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,13503,28,212,43,13925,0,6,4,9,25,5,0,0,0,0,0,0,0,0,0,0,15963,36,189,32,10750,1,4,6,5,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12605,27,195,56,10046,0,4,6,5,29,6,0,0,0,0,0,0,0,0,0,0,18252,38,218,38,12586,1,6,4,9,20,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,12137,29,158,60,8048,1,6,1,8,23,4,0,0,0,0,0,0,0,1,1,0,17577,37,283,56,15842,0,1,6,2,37,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,13348,28,203,48,10339,1,6,2,10,15,4,0,0,0,0,0,0,0,0,0,1,15719,38,217,60,14052,0,2,6,4,15,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,13954,27,199,51,11914,1,7,5,12,29,7,0,0,0,0,0,0,0,1,1,1,16572,36,207,51,14688,0,5,7,4,17,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,11982,28,215,48,6666,0,2,5,2,38,6,0,0,0,0,0,0,0,1,1,0,17616,38,214,50,11992,1,5,2,5,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,11394,27,178,47,6857,0,2,5,3,14,2,0,0,0,0,0,0,0,1,1,0,17477,37,253,48,14369,1,5,2,6,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,14141,24,154,28,15982,1,10,10,14,14,2,0,0,0,0,0,0,0,0,0,0,18774,36,171,44,16854,0,10,10,13,28,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,12768,27,208,22,14382,1,6,5,6,19,0,0,0,0,0,0,0,0,0,0,0,16998,35,153,43,14887,0,5,6,6,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,12988,25,205,40,13683,1,6,6,6,15,2,0,0,0,0,0,0,0,0,0,0,18359,39,230,51,14032,0,6,6,8,14,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,13797,27,172,47,12766,0,8,6,13,34,5,0,0,0,0,0,0,0,1,1,0,16761,34,179,35,14960,1,6,8,6,35,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,12820,26,161,40,10242,0,7,11,9,16,3,0,0,0,0,0,0,0,0,0,0,19376,37,203,47,19448,1,11,7,17,17,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12619,26,208,36,10843,0,6,4,7,16,9,0,0,0,0,0,0,0,0,0,0,17629,38,223,51,13344,1,4,6,3,20,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,12451,26,183,40,14834,0,6,12,4,17,1,0,0,0,0,0,0,0,0,0,0,20074,38,213,40,20310,1,12,6,11,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13376,28,204,48,14640,1,9,9,3,17,3,0,0,0,0,0,0,0,0,0,0,18462,35,210,32,15435,0,9,9,10,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,13231,27,200,52,12717,1,6,12,4,16,4,0,0,0,0,0,0,0,0,0,0,20360,37,211,46,16617,0,12,6,15,32,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,11704,28,209,49,7340,1,1,5,1,38,8,0,0,0,0,0,0,0,0,0,0,15906,37,177,44,13524,0,5,1,3,46,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,14355,26,180,32,13414,1,12,6,19,22,5,0,0,0,0,0,0,0,0,0,0,19128,39,239,56,17699,0,6,12,10,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12346,25,166,55,9457,0,5,10,4,33,4,0,0,0,0,0,0,0,0,0,0,20587,38,213,43,17951,1,10,5,15,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14207,24,163,44,14439,1,9,5,25,33,2,0,0,0,0,0,0,0,0,0,1,16273,35,185,41,16373,0,5,9,9,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12883,28,205,52,14249,0,7,7,7,18,1,0,0,0,0,0,0,0,1,1,0,20069,39,225,56,17502,1,7,7,9,12,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,14168,26,189,48,12171,1,7,7,16,17,2,0,0,0,0,0,0,0,0,0,0,18125,37,212,36,13756,0,7,7,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14899,26,167,48,15565,0,14,5,10,32,3,0,0,0,0,0,0,0,0,0,0,17723,34,210,24,15604,1,5,14,4,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14156,26,193,42,9355,1,9,2,9,30,3,0,0,0,0,0,0,0,0,0,0,15431,37,198,45,12143,0,2,9,4,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11279,27,207,44,9680,0,1,4,1,35,1,0,0,0,0,0,0,0,0,0,0,16477,38,234,60,13883,1,4,1,6,35,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,12032,27,216,60,8883,1,1,2,2,14,1,0,0,0,0,0,0,0,1,1,0,15771,39,245,40,11277,0,2,1,2,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,12088,25,187,43,9478,0,4,6,5,14,7,0,0,0,0,0,0,0,0,0,0,17577,38,230,44,15491,1,6,4,7,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12632,27,206,52,8850,1,4,4,7,16,3,0,0,0,0,0,0,0,0,0,0,17027,38,224,52,12361,0,4,4,7,14,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,11707,26,179,51,9501,1,3,4,1,13,5,0,0,0,0,0,0,0,0,0,0,16210,37,218,48,14573,0,4,3,8,22,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,14020,25,159,44,13768,1,11,2,18,14,3,0,0,0,0,0,0,0,1,1,0,16387,36,227,46,16743,0,2,11,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,14136,28,214,46,14922,1,9,1,9,17,2,0,0,0,0,0,0,0,1,1,1,14859,34,189,40,12651,0,1,9,1,16,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,12587,26,195,44,6802,1,7,2,7,13,4,0,0,0,0,0,0,0,1,1,0,18007,40,251,60,12199,0,2,7,1,12,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,14411,28,202,48,13194,1,9,2,11,21,6,0,0,0,0,0,0,0,1,1,0,16075,37,195,56,15132,0,2,9,2,22,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,14583,27,177,52,11945,1,9,6,14,30,1,0,0,0,0,0,0,0,0,0,1,17062,38,206,39,15042,0,6,9,7,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11239,27,218,52,4772,0,1,8,0,14,1,0,0,0,0,0,0,0,1,1,0,18297,38,202,43,10461,1,8,1,8,14,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,12122,26,205,42,12021,1,3,11,5,14,4,0,0,0,0,0,0,0,0,0,0,20863,39,241,44,20647,0,11,3,12,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,13783,27,202,45,10493,1,6,2,9,25,3,0,0,0,0,0,0,0,1,1,1,16055,37,220,48,9994,0,2,6,3,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,11999,27,193,52,6129,0,2,9,3,13,4,0,0,0,0,0,0,0,0,0,0,18938,37,236,44,11265,1,9,2,18,18,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,12421,26,191,44,9825,1,5,7,6,16,4,0,0,0,0,0,0,0,0,0,0,19520,37,248,52,17271,0,7,5,12,17,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,12125,27,193,44,10444,0,3,9,3,17,5,0,0,0,0,0,0,0,0,0,0,18764,39,220,47,17459,1,9,3,13,13,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,14184,27,216,60,9952,1,6,2,8,13,5,0,0,0,0,0,0,0,0,0,1,15777,37,206,40,12560,0,2,6,2,14,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,12281,27,197,40,11178,0,5,4,4,20,5,0,0,0,0,0,0,0,1,1,0,17417,36,231,43,11249,1,4,5,3,14,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,13978,28,235,51,7320,1,5,0,4,34,5,0,0,0,0,0,0,0,0,0,0,15131,37,201,49,12667,0,0,5,0,22,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,11323,27,203,56,4946,0,1,6,0,23,5,0,0,0,0,0,0,0,0,0,0,17733,38,244,50,12912,1,6,1,4,17,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,12494,28,197,52,10998,0,5,4,4,18,3,0,0,0,0,0,0,0,0,0,0,17022,39,246,44,13900,1,4,5,3,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10496,26,173,51,7630,0,0,7,0,13,2,0,0,0,0,0,0,0,0,0,1,18233,39,234,48,17930,1,7,0,5,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14305,29,190,56,15100,0,9,7,4,75,2,0,0,0,0,0,0,0,1,1,0,17787,37,218,40,19200,1,7,9,5,14,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,13544,28,224,52,9952,0,6,5,7,16,3,0,0,0,0,0,0,0,0,0,0,17562,39,235,44,13988,1,5,6,6,15,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12839,26,179,40,11449,0,8,2,9,15,1,0,0,0,0,0,0,0,0,0,0,16312,36,203,40,14372,1,2,8,3,13,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,12167,27,195,47,9204,1,3,7,1,14,3,0,0,0,0,0,0,0,0,0,0,17823,37,229,52,15952,0,7,3,9,19,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,11745,26,165,47,9828,0,4,7,3,16,3,0,0,0,0,0,0,0,0,0,0,17894,37,211,36,14568,1,7,4,10,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12773,27,191,50,11448,0,6,7,4,16,3,0,0,0,0,0,0,0,0,0,0,18495,38,231,46,19593,1,7,6,6,53,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,12926,26,202,36,12126,0,7,8,9,18,1,0,0,0,0,0,0,0,0,0,0,18448,37,187,52,16479,1,8,7,9,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
